screen_name,status_text,status_created_at
sarita2pm,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 16:52:56 +0000 2018
Anikina_ER,The Olympic unity of South and North Korea will make this Olympic Games historical event! https.co/op6XqBv3lO,Mon Feb 05 16:48:51 +0000 2018
jiminconcept,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 16:44:13 +0000 2018
mitchellcoms,Live coverage of the Intel esports c'ships being broadcast for three straight days at the International Broadcast C<e2><80><a6> https.co/GibfH9KDtj,Mon Feb 05 16:34:59 +0000 2018
dookdookdookdoo,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 16:34:59 +0000 2018
nnrriiss,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 16:34:38 +0000 2018
angeliajthn,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 16:31:27 +0000 2018
tim_leigh, mention AnthonyLilley Speedos. I will survive. Babycham. Is there any other order?,Mon Feb 05 16:27:10 +0000 2018
omiomomi,"RT mention super_norge: In polish we don't say 'Daniel Andre Tande' we say 'Andre Tande rucha pande, Johann Andre Tande, Andre Andre' #skijumpingf<e2><80><a6>",Mon Feb 05 16:24:00 +0000 2018
tajako1028,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 16:22:18 +0000 2018
nooooh_na,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 16:22:05 +0000 2018
JewellShoemakel,Unofficial bitcoinwhite mention UnofficialBTW Disclaimer: This is not official Bitcoinwhite. Join Airdrop:<e2><80><a6> https.co/arHHvHVllX,Mon Feb 05 16:18:32 +0000 2018
OlympicsPFGC,"We are excited to START the dialogue regarding the Earth, the Environment and its Citizens at the #PyeongChangForum<e2><80><a6> https.co/JOJ6GoEicA",Mon Feb 05 16:16:54 +0000 2018
ongolivefiaaaa, mention SueannPeh i will hehe !!,Mon Feb 05 16:10:10 +0000 2018
ongolivefiaaaa, mention SueannPeh ombre was my first plan eh but until now PLAN only la HAHAHAHA,Mon Feb 05 16:08:11 +0000 2018
ongolivefiaaaa, mention SueannPeh i jst wnted to try out the pudding hair dye i bought and its pink but i realize my hair is super black so ya HAHAHAH,Mon Feb 05 16:04:50 +0000 2018
PineOceanSUP,"When the Canadians want to get a taste of Korea, you take the Canadians out for a taste of<e2><80><a6> https.co/ucavZdYe5i",Mon Feb 05 16:04:43 +0000 2018
Dan_B_Lee,"https.co/fLmTZdGCBQ. Great ad, but how did the O Line not miss a block and Eli get hit? mention Giants mention cc660",Mon Feb 05 15:59:09 +0000 2018
PLOY_Kntd,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:57:26 +0000 2018
ongolivefiaaaa,nvm ill stay black HAHAHA,Mon Feb 05 15:56:21 +0000 2018
metyyanty,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 15:55:03 +0000 2018
Meyou2607,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:50:45 +0000 2018
ongolivefiaaaa,i want to dye my hair but i'm nt ready to bleach it,Mon Feb 05 15:50:24 +0000 2018
endrrjuu,"RT mention super_norge: In polish we don't say 'Daniel Andre Tande' we say 'Andre Tande rucha pande, Johann Andre Tande, Andre Andre' #skijumpingf<e2><80><a6>",Mon Feb 05 15:46:28 +0000 2018
ppowderr,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:46:00 +0000 2018
iamhottestBee,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Mon Feb 05 15:43:57 +0000 2018
redster73,and only 2 places below Nova... https.co/PD4gbf9pHh,Mon Feb 05 15:43:28 +0000 2018
onlyyou_khun,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:42:05 +0000 2018
mymysoda,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:40:27 +0000 2018
pukpikw,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:37:23 +0000 2018
taeyeron,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:36:55 +0000 2018
busannuya,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:35:55 +0000 2018
GadiNBC,Can<e2><80><99>t wait to show all of our adventures! More to come on Stay Tuned! Follow our behind the scenes on my snap story! https.co/hBI5zTJwY0,Mon Feb 05 15:33:53 +0000 2018
GadiNBC,Lol! Yeah! #pyeongchang2018!!!!!!!! https.co/WFVyTkOdzO,Mon Feb 05 15:32:14 +0000 2018
zackdm, mention ChyronHego mention Eagles Haha. The Pats are great clients also.,Mon Feb 05 15:28:55 +0000 2018
Wonderflhottest,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 15:27:44 +0000 2018
abeeregb,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 15:16:16 +0000 2018
abeeregb,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 15:15:05 +0000 2018
ericseals,Robotic fish?!? <f0><9f><a4><96> Amazing is one word that comes to mind. I was abt to shoot a Team USA men<e2><80><99>s alpine speed presser<e2><80><a6> https.co/NMyBbJ6vCq,Mon Feb 05 15:13:27 +0000 2018
rinnuneo0904,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 15:11:51 +0000 2018
duckdiary1,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:06:42 +0000 2018
F_ANGELIST,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 15:05:47 +0000 2018
zackdm," mention ChyronHego mention Eagles Congrats for sure! They<e2><80><99>re a great client of mine, and use ChyronHego for their productions.",Mon Feb 05 15:02:53 +0000 2018
adrianamarsya,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:57:33 +0000 2018
yeddoolove, mention ahnodesu good!,Mon Feb 05 14:56:20 +0000 2018
heavenvator,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 14:53:25 +0000 2018
bapsquadx,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Mon Feb 05 14:53:07 +0000 2018
NickJMButler, mention Hyperion021282 Yes that is correct although for two groups. First IOC choice was overturned by Russians. Russian choice unchallenged,Mon Feb 05 14:46:51 +0000 2018
hncl91,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:46:25 +0000 2018
2pm040912,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:46:19 +0000 2018
NamKhunNK,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:46:01 +0000 2018
HappyGirl2427,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:45:35 +0000 2018
hottest_dha,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:43:38 +0000 2018
NSaebgjan,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:42:31 +0000 2018
FrontEndCurler,RT mention CanterOlympics: . mention usacurl's mention MattJamilton and mention heccabamilton are the only curlers on their nation's mixed doubles team AND four-man/wom<e2><80><a6>,Mon Feb 05 14:42:17 +0000 2018
hightaec," mention siddie_style Feb 9, friday m KST",Mon Feb 05 14:41:58 +0000 2018
ason_tran,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 14:37:07 +0000 2018
rhensleyphoto,Squad heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign #shotbyryanhensley #filthyvisionz<e2><80><a6> https.co/48vsHbPXa3,Mon Feb 05 14:34:40 +0000 2018
veautiful__1230, mention busan__satoori Teach me your ways sunbaenim,Mon Feb 05 14:34:11 +0000 2018
deekayw,Hello from sparkly PyeongChang https.co/btLAtZRM,Mon Feb 05 14:32:29 +0000 2018
syfkhatrah,"Hahaha, UUMers mention TwtUUM proud because have you brother. https.co/Tbn2rww8rI",Mon Feb 05 14:30:15 +0000 2018
blazzing56,A thousand words never enough to describe how amazing you are... #iHeartAwards #EL #BestFanArmy mention weareoneE https.co/FZS1ODOtNY,Mon Feb 05 14:28:00 +0000 2018
Anikina_ER,Why does everyone try to connect juridical decisions with politics? Evidence based on words of 1 person isn<e2><80><99>t enoug<e2><80><a6> https.co/x7jPFyGFTz,Mon Feb 05 14:22:57 +0000 2018
lagibbs84, mention noellepikuspace It was a pleasure to finally meet you! #legend,Mon Feb 05 14:20:11 +0000 2018
Anikina_ER,"Maybe only those who don<e2><80><99>t defend Russia's ""accession"" of Crimea in 2014- can be arbitrators??? https.co/D6Cgnp3Pve",Mon Feb 05 14:20:05 +0000 2018
SPEARB_changbin,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 14:18:30 +0000 2018
NPRmelissablock,2.) The joint North and South Korean women<e2><80><99>s hockey team: very puffy. Note blue logo showing unified Korean peninsu<e2><80><a6> https.co/m03Pwv3wS5,Mon Feb 05 14:18:14 +0000 2018
Phattharapy,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 14:17:43 +0000 2018
Anikina_ER,"<c2><ab>After all, what's the point of being the king if you don't get to make the rules? Except <e2><80><94> that's not the way this<e2><80><a6> https.co/aDtp0l5W7t",Mon Feb 05 14:16:34 +0000 2018
myMusicalSeoul,"Super tasty meal, but I couldn't eat the top left because it has peanuts <e3><85><a0><e3><85><a0> #teachervibes<e2><80><a6> https.co/B54Sj973",Mon Feb 05 14:15:30 +0000 2018
BeasomONE,What are 3 things Truckee native Bryce Bennett and I have in common? 1. It<e2><80><99>s our 1st Olympics 2. We both red heart <ef><b8><8f> skiing<e2><80><a6> https.co/eVo9JxxWfA,Mon Feb 05 14:13:34 +0000 2018
CarloValdes_USA,Power Snatch day with the boys. mention codiebascue13 mention Evan_Weinstock and myself putting up some weight. PRs all around<e2><80><a6> https.co/Rah6S0ghbS,Mon Feb 05 14:13:24 +0000 2018
BenFischerSBJ, mention KenHanscom mention pyeongchang2018 Apparently? I kept looking for something else in that deal to get me to 23.,Mon Feb 05 14:12:06 +0000 2018
veautiful__1230,How do you people get three stars for hard mode of sbts omg. I could only get one star,Mon Feb 05 14:11:21 +0000 2018
robbertderijk, mention brandnewtid I have some other times. So what do you need?,Mon Feb 05 14:11:17 +0000 2018
NPRmelissablock,Today in Olympic fashion: 1) the drab gray <e2><80><9c>neutral<e2><80><9d> coat of the Olympic Athletes from Russia. They<e2><80><99>re barred from<e2><80><a6> https.co/7Yty4QVwkL,Mon Feb 05 14:10:40 +0000 2018
novitanobe14,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 14:09:19 +0000 2018
ALois96,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 14:09:14 +0000 2018
veautiful__1230,RM is a precious squishy bean. Plz protect,Mon Feb 05 14:07:01 +0000 2018
Khunwoo11,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 14:06:53 +0000 2018
JewellShoemakel,NYX COIN mention NYXCOIN 27 thg 1 We are up and running. Join our project https.co/eopH5TjDpM <e2><80><a6> #cryptocurrency<e2><80><a6> https.co/AS8klwf1oL,Mon Feb 05 14:05:43 +0000 2018
tomkellyski,Our freestyle moguls team was so much fun today to open our week of arrival press conferences at<e2><80><a6> https.co/CfNnTlQdKP,Mon Feb 05 14:04:12 +0000 2018
THEGazzy_Bear,"Its a bit nippy in Korea... #ice mention Gangwon-do, South Korea https.co/TJ85s6bpnK",Mon Feb 05 14:02:19 +0000 2018
CarlosWTHR,Aaaaaaand now we officially have the best hashtag of these young Olympics: #prayersforCyndee <f0><9f><a4><a3><f0><9f><a4><a3><f0><9f><a4><a3> https.co/czcMlGMN22,Mon Feb 05 14:01:47 +0000 2018
ongolivefiaaaa,' im sorry i've never been with you all day' this jst teared me down sososoo bad omo,Mon Feb 05 13:59:08 +0000 2018
tomkellyski,My friend Peter Diamond and I have been chasing Olympics for decades. Nice of guskenworthy to<e2><80><a6> https.co/lZkkH6Wc9k,Mon Feb 05 13:58:55 +0000 2018
BenFischerSBJ, mention RobASilverstein Let<e2><80><99>s see how April goes with their legendary draft-day decision making. But I get your point,Mon Feb 05 13:58:23 +0000 2018
CarlosWTHR,"It was mention calabro13sports tapping the glass, not me! I<e2><80><99>m trying to be a good little boy. <f0><9f><a4><a5> https.co/RSD8aCaO2f",Mon Feb 05 13:58:03 +0000 2018
JClipperton_CP, mention RyanBMcKenna You are definitely now <e2><80><9c>Regina<e2><80><99>s Ryan McKenna<e2><80><9d> though.,Mon Feb 05 13:57:14 +0000 2018
tomkellyski,Lots of history on the walls of the NBC broadcast compound at the International Broadcast<e2><80><a6> https.co/vMFtxzNEgL,Mon Feb 05 13:55:36 +0000 2018
skybluesara2," mention RossASauvage So, as a fan what did you think of the Prince <e2><80><98>tribute<e2><80><99>? Disrespectful or tasteful?? Was a good Supe<e2><80><a6> https.co/7MVRdU8kqB",Mon Feb 05 13:54:52 +0000 2018
0420yes,RT mention hightaec: Imagine Taecyeon as your museum curator speaking in English.....I<e2><80><99>ll die. The people he<e2><80><99>ll be touring around the ICT are sp<e2><80><a6>,Mon Feb 05 13:54:25 +0000 2018
hightaec, mention siddie_style Every leader is afraid of him. I see huge banners around the country saying <e2><80><9c>/this province/ fully su<e2><80><a6> https.co/UUhGjyC8jN,Mon Feb 05 13:54:23 +0000 2018
0420yes,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 13:54:15 +0000 2018
alyzcias,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Mon Feb 05 13:52:26 +0000 2018
hightaec, mention siddie_style Taec must have been traumatized,Mon Feb 05 13:52:18 +0000 2018
TristanLuge,Track walkin<e2><80><99> with mention justinsnith https.co/AJJz9wwuRm,Mon Feb 05 13:51:57 +0000 2018
hightaec, mention siddie_style Yeah it<e2><80><99>s a hot topic. Duterte is aiming for Federalism.,Mon Feb 05 13:50:38 +0000 2018
hightaec,open for a surprise https.co/9eCKEuNTts,Mon Feb 05 13:50:01 +0000 2018
Life_Corea,"There are no truth in Korean Newspapers, no investigation in prosecution, no constitution in constitution court. An<e2><80><a6> https.co/45X0UR7p8M",Mon Feb 05 13:50:01 +0000 2018
tyaaaayoung,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 13:49:52 +0000 2018
ABauer_ATR,What happens after that is the question the entire world wants to know.,Mon Feb 05 13:48:54 +0000 2018
ABauer_ATR,Eect to see Moon Jae-In taking in events at #PyeongChang2018. He could even attend the first unified Korean hocke<e2><80><a6> https.co/L4k9k77VBW,Mon Feb 05 13:46:11 +0000 2018
eunyangnbc,Lindsay is one of my all time faves! #winterolympics https.co/QitAa0yS7P,Mon Feb 05 13:43:49 +0000 2018
diarrhea_king,Eloration is really the essence of the human spirit (Frank Borman) #seoraksan<e2><80><a6> https.co/Mbxc91sNKN,Mon Feb 05 13:41:19 +0000 2018
JClipperton_CP,This media bus may or may not be a repurposed South Korean karaoke bar. #pyeongchang2018 https.co/oV85bYfgGo,Mon Feb 05 13:41:02 +0000 2018
SummerOfBrad,"Never thought I'd be Googling ""what time is it in Moldova"" but here we are",Mon Feb 05 13:40:17 +0000 2018
BenFischerSBJ,The official Olympic ticket reseller emailed me today with a last-second offer: $23K mention pyeongchang2018 ticket/hotel<e2><80><a6> https.co/8fHoiTLG1y,Mon Feb 05 13:37:08 +0000 2018
49ers_gang7, mention Ken_Rosenthal Man Fred has autism lol,Mon Feb 05 13:34:13 +0000 2018
CaroteEeve,I just voted for Hwarang OST in #SoompiAwards for BEST SOUNDTRACK. Vote with me: https.co/iQ6nYbCxjJ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:33:36 +0000 2018
CaroteEeve,I just voted for Hwarang in #SoompiAwards for BEST ACTING ENSEMBLE. Vote with me: https.co/7Efs3zNCpZ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:33:17 +0000 2018
CaroteEeve,I just voted for V (Hwarang) in #SoompiAwards for BEST IDOL ACTOR. Vote with me: https.co/I2O3jdkU2K mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:33:05 +0000 2018
CaroteEeve,I just voted for Spring Day (BTS) in #SoompiAwards for FUSE MUSIC VIDEO OF THE YEAR. Vote with me: https.co/Np3fyHik6S mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:32:54 +0000 2018
CaroteEeve,I just voted for DNA (BTS) in #SoompiAwards for BEST CHOREOGRAPHY. Vote with me: https.co/ZgPCETAzhQ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:32:45 +0000 2018
CaroteEeve,I just voted for Change (RM x Wale) in #SoompiAwards for BEST COLLARATION. Vote with me: https.co/FIo0F89P3C mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:32:35 +0000 2018
CaroteEeve,I just voted for Mic Drop Remix (BTS x Desiigner x Steve Aoki) in #SoompiAwards for BEST COLLARATION. Vote with m<e2><80><a6> https.co/oVX22VZJce,Mon Feb 05 13:32:23 +0000 2018
CaroteEeve,I just voted for BTS in #SoompiAwards for BEST MALE GROUP. Vote with me: https.co/v95bN7fgS6 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:32:05 +0000 2018
CaroteEeve,I just voted for DNA (BTS) in #SoompiAwards for SONG OF THE YEAR. Vote with me: https.co/3N19nFBmDa mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:31:58 +0000 2018
CaroteEeve,I just voted for You Never Walk Alone (BTS) in #SoompiAwards for ALBUM OF THE YEAR. Vote with me: https.co/CpnPnQeB56 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:31:49 +0000 2018
CaroteEeve,I just voted for BTS in #SoompiAwards for ARTIST OF THE YEAR. Vote with me: https.co/eRUXcxzQF2 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Mon Feb 05 13:31:39 +0000 2018
twicepmday,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 13:27:01 +0000 2018
tiawcool,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Mon Feb 05 13:26:53 +0000 2018
tiawcool,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 13:26:16 +0000 2018
AyeWildWilliams,time zones mention Pyeongchang Olympic Stadium https.co/NnuxX8S,Mon Feb 05 13:23:04 +0000 2018
BobTrossetNBCS,"Now that #SBLII is in the rearview, jump on the #PyeongChang2018 train. This is where mention theroeboat11 will compete an<e2><80><a6> https.co/WUzJKTPAad",Mon Feb 05 13:21:49 +0000 2018
tyaaaayoung,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 13:19:46 +0000 2018
TheUwagaPies,"Ladies in Japan, just wanted to let you know it's totally worth stocking up on birth control in South Korea as well<e2><80><a6> https.co/XMZTtAvmYL",Mon Feb 05 13:14:51 +0000 2018
Drew__Casey,Not such a bad view. Good night on I guess what is Day 2 already #PyeongChang2018 https.co/tIrlvuzYy8,Mon Feb 05 13:12:47 +0000 2018
Life_Corea,The North think the South Korea as the ATM machine. Eecially Moon's cabinet is like ATM for NorthKorea. https.co/2vPFy9E2rG,Mon Feb 05 13:12:20 +0000 2018
Life_Corea,A man must be regards as innocent is not admit in Korea. A man must be regards as guilty is prevailing system in Ko<e2><80><a6> https.co/KH2Vlp80Cr,Mon Feb 05 13:09:36 +0000 2018
Life_Corea,The speaker of the Seoul Branch of the North. https.co/pLHyEOlo,Mon Feb 05 13:06:05 +0000 2018
Life_Corea,KinJungUn's Speaker. https.co/pLHyEOlo,Mon Feb 05 13:04:48 +0000 2018
Cyciia,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:58:53 +0000 2018
TeamCanada,Mountain sunsets #PyeongChang2018<e2><80><99>s views are incredible. https.co/zWqa6s1k5c,Mon Feb 05 12:58:06 +0000 2018
Yingmay0624,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:55:49 +0000 2018
Maruf_Abdullah, mention 7elmi_ mention Dave2Dtv mention Dave2Dtv here it is,Mon Feb 05 12:48:39 +0000 2018
JaseRicho,Incredible venue for the brilliant Freestyle Skiing Mogul athletes ... training session action<e2><80><a6> https.co/fNGXbBXc1u,Mon Feb 05 12:47:56 +0000 2018
sesami_sabure,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 12:45:56 +0000 2018
danylemay_,One word / Un mot / Una parola - WOW https.co/TQHgnt6K,Mon Feb 05 12:45:06 +0000 2018
taec_fa,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:44:14 +0000 2018
Anikina_ER,<c2><ab>You cannot simply turn on an organisation because they have reached a decision you disagree with<c2><bb> https.co/4mac6rJj,Mon Feb 05 12:39:58 +0000 2018
TuckerWest1, mention TeamUSA Nothing toastier than 0 degrees!!,Mon Feb 05 12:39:53 +0000 2018
taec_fa,RT mention hightaec: Imagine Taecyeon as your museum curator speaking in English.....I<e2><80><99>ll die. The people he<e2><80><99>ll be touring around the ICT are sp<e2><80><a6>,Mon Feb 05 12:29:56 +0000 2018
hottest_dha,RT mention hightaec: Imagine Taecyeon as your museum curator speaking in English.....I<e2><80><99>ll die. The people he<e2><80><99>ll be touring around the ICT are sp<e2><80><a6>,Mon Feb 05 12:29:37 +0000 2018
jooheecho,#pyeongchang2018 #olympicstadium #lit #nightview from #abcnews #studio #beautiful but #chilling<e2><80><a6> https.co/hBbrkR3Idl,Mon Feb 05 12:29:18 +0000 2018
hottest_dha,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:29:14 +0000 2018
IvyWong1214,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:29:07 +0000 2018
IvyWong1214,RT mention hightaec: TAEC IS SUPPOSEDLY ON HIATUS!!!!!!!!!!!!!,Mon Feb 05 12:29:02 +0000 2018
BrassardJaime,Ski jumping tower at night. #hearstolympics2018 #pyeongchang2018<e2><80><a6> https.co/HU2OZeRnbH,Mon Feb 05 12:28:38 +0000 2018
IvyWong1214,RT mention hightaec: Imagine Taecyeon as your museum curator speaking in English.....I<e2><80><99>ll die. The people he<e2><80><99>ll be touring around the ICT are sp<e2><80><a6>,Mon Feb 05 12:28:25 +0000 2018
BrassardJaime,Back in Olympic press conference life. mention mazdzer elains how the<e2><80><a6> https.co/mgP4QJGaGJ,Mon Feb 05 12:28:20 +0000 2018
BrassardJaime,One of many art installations on Gyeongpo Beach for an upcoming Fire<e2><80><a6> https.co/g1GocT67dC,Mon Feb 05 12:27:52 +0000 2018
hottest_dha,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 12:27:15 +0000 2018
aanunada002,RT mention dCOt1JbvhoPV6dZ: mention BTS_KR_ARMY mention BTS_twt HOSEOK DAY #iHeartAwards #BestFanArmy #BTSARMY #TwitterBestFandom #TeamBTS https.co/wtWjE7m<e2><80><a6>,Mon Feb 05 12:25:40 +0000 2018
angeliajthn,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:25:24 +0000 2018
aanunada002,RT mention dCOt1JbvhoPV6dZ: mention BTS_KR_ARMY mention BTS_twt HOSEOK DAY mention BTS_twt #iHeartAwards #BestFanArmy #BTSARMY #TwitterBestFandom #TeamBTS https.<e2><80><a6>,Mon Feb 05 12:25:19 +0000 2018
jaebum1004nim,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:20:55 +0000 2018
Life_Corea, mention annafifield mention yoonjung_seo Hi! But more than Koreans demonstrate for claiming to refuse the Samjiyon play. Maybe. I bet you.,Mon Feb 05 12:20:10 +0000 2018
JewellShoemakel,"Utopic Coin mention utopiccoin 17h17 hours ago #Airdrop #FreeUtopicToken First 20,000 Early Supporters will get 500 UTPC<e2><80><a6> https.co/FS9jIo8Rvf",Mon Feb 05 12:18:15 +0000 2018
Life_Corea," mention annafifield mention EnglishChosun Hi! Anna. By the SNS, most of the Koreans around 85% of the Koreans think that Trump is<e2><80><a6> https.co/iHJKSAgDzV",Mon Feb 05 12:17:13 +0000 2018
Khunwoo11,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 12:16:31 +0000 2018
ParkYoo_,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Mon Feb 05 12:15:21 +0000 2018
ManonoOk,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 12:14:32 +0000 2018
ManonoOk,RT mention hightaec: Imagine Taecyeon as your museum curator speaking in English.....I<e2><80><99>ll die. The people he<e2><80><99>ll be touring around the ICT are sp<e2><80><a6>,Mon Feb 05 12:14:24 +0000 2018
sungheehwang,230 North Korean cheerleaders will be arriving Wednesday for the Pyeongchang Games. We had a peek at what their acc<e2><80><a6> https.co/GchD2hdbIt,Mon Feb 05 12:11:48 +0000 2018
Life_Corea," mention annafifield Hi! Kim Yong-nam is the named head. He has really no power, only the old who is in the back parlor, on<e2><80><a6> https.co/9g3A4dwYsS",Mon Feb 05 12:10:36 +0000 2018
hottestbrolamp,RT mention hightaec: The Naver article said that 170 soldiers from the 9th division will be participating in the Olympic ceremony and Soompi trans<e2><80><a6>,Mon Feb 05 12:09:37 +0000 2018
hottestbrolamp,RT mention hightaec: TAEC IS SUPPOSEDLY ON HIATUS!!!!!!!!!!!!!,Mon Feb 05 12:07:53 +0000 2018
hottestbrolamp,RT mention hightaec: Taec is really lucky to be in White Horse and the division is really lucky to have Taec.,Mon Feb 05 12:07:50 +0000 2018
